,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Has2Floor,HasBsmt
257,258,20,RL,68.0,8814,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,180.0,180.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,1,3,4,8,Typ,1,4,Attchd,2006.0,RFn,2,660,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Abnorml,12.301387370778713,3208,0,1
258,259,60,RL,80.0,12435,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,172.0,172.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,4,7,Typ,1,3,Attchd,2001.0,RFn,2,564,3,3,Y,0,1,0,1,0,0,No Fence,No Shed,5,2008,WD,Normal,12.352339472153524,2755,1,1
259,260,20,RM,70.0,12702,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,0.0,0.0,3,3,PConc,0,0,0,GasA,4,Y,FuseA,0,0,1,0,2,3,4,Typ,0,0,Detchd,1956.0,Unf,1,308,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,12,2008,WD,Normal,11.48247656671073,882,0,0
260,261,80,RL,120.0,19296,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,399.0,399.0,3,3,CBlock,3,3,4,GasA,3,Y,SBrkr,1,0,1,0,3,3,6,Typ,1,3,Attchd,1991.0,Unf,2,884,3,3,Y,0,0,1,0,0,0,GdWo,No Shed,5,2009,WD,Normal,12.07824495582233,2744,0,1
261,262,60,RL,69.0,9588,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,270.0,270.0,4,3,PConc,5,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,5,10,Typ,1,4,BuiltIn,2007.0,Fin,3,868,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,11,2007,New,Partial,12.52815976788113,4056,1,1
262,263,80,RL,88.0,8471,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,46.0,46.0,3,3,CBlock,4,4,3,GasA,3,Y,SBrkr,1,0,1,0,3,3,6,Typ,1,3,Attchd,1978.0,Unf,2,492,3,3,Y,1,1,0,0,0,0,GdWo,No Shed,7,2006,WD,Normal,11.92504173829169,1718,0,1
263,264,50,RM,50.0,5500,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,BrkTil,3,3,1,GasA,3,Y,SBrkr,1,0,1,0,3,3,6,Typ,0,0,Detchd,1974.0,Unf,2,484,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,11.775297421715827,1852,0,1
264,265,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,BrkTil,2,3,1,GasA,4,N,FuseP,0,0,1,0,2,3,4,Typ,0,0,Detchd,1965.0,Unf,2,504,3,3,N,0,0,0,0,0,0,No Fence,No Shed,6,2008,WD,Normal,11.19822841866684,1444,0,1
265,266,20,RL,78.0,12090,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,210.0,210.0,3,4,CBlock,4,3,1,GasA,3,Y,SBrkr,0,0,2,0,3,4,7,Typ,1,3,Attchd,1981.0,Fin,2,576,3,3,Y,1,0,0,0,0,0,GdPrv,No Shed,6,2008,WD,Normal,12.075400019877522,2844,0,1
266,267,60,RL,70.0,11207,Pave,No Alley,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,PConc,4,3,3,GasA,4,Y,SBrkr,1,0,2,1,3,3,8,Typ,1,3,Attchd,1997.0,Fin,2,413,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.128116509451258,2313,1,1
267,268,75,RL,60.0,8400,Pave,No Alley,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,PConc,3,3,1,GasA,5,Y,SBrkr,0,0,2,1,4,4,8,Typ,1,4,Detchd,1939.0,Unf,1,240,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.097936057925594,2492,1,1
268,269,30,RM,71.0,6900,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,0,0,1,0,2,3,4,Typ,1,4,Detchd,1966.0,Fin,1,924,5,5,Y,0,1,0,0,0,0,No Fence,No Shed,2,2008,WD,Normal,11.699413330633599,1518,0,1
269,270,20,RL,65.5,7917,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,174.0,174.0,3,4,CBlock,3,4,1,GasA,3,Y,SBrkr,1,0,1,1,3,3,6,Typ,1,2,Attchd,1987.0,RFn,1,504,3,4,Y,1,1,0,0,0,0,GdPrv,No Shed,5,2007,WD,Normal,11.904974309480183,2256,0,1
270,271,60,FV,84.0,10728,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,2,GasA,4,Y,SBrkr,0,0,2,1,3,4,8,Typ,1,4,Attchd,2006.0,RFn,3,1053,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2006,New,Partial,12.491255347155265,3034,1,1
271,272,20,RL,73.0,39104,Pave,No Alley,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,0.0,0.0,3,3,CBlock,4,3,4,GasA,5,Y,SBrkr,1,0,1,0,2,3,5,Mod,2,3,Attchd,1954.0,Unf,2,439,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,4,2008,WD,Normal,12.394628892852941,2748,0,1
272,273,60,RL,92.0,11764,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,348.0,348.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,4,4,9,Typ,1,4,Attchd,1999.0,Fin,3,671,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.577639650232573,3422,1,1
273,274,20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,183.0,183.0,3,3,CBlock,3,3,1,GasA,4,Y,SBrkr,1,0,2,0,3,3,6,Min1,1,4,Attchd,1958.0,RFn,1,338,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,4,2009,WD,Normal,11.842236406331555,2872,0,1
274,275,20,RL,76.0,8314,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,0.0,0.0,3,3,CBlock,3,3,4,GasA,3,Y,SBrkr,0,0,1,0,2,3,5,Typ,0,0,Attchd,1982.0,Unf,1,264,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,11.732069026983156,1632,0,1
275,276,50,RL,55.0,7264,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,4,4,BrkTil,3,3,1,GasW,4,N,SBrkr,0,0,2,1,3,5,5,Typ,0,0,Detchd,1978.0,Unf,2,672,3,3,Y,1,0,0,0,1,0,No Fence,No Shed,10,2009,WD,Normal,12.230770136157428,2500,1,1
276,277,20,RL,129.0,9196,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,5,3,1,GasA,5,Y,SBrkr,0,0,2,0,3,4,7,Typ,0,0,Attchd,2003.0,Fin,2,573,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.211065162153215,3120,0,1
277,278,20,RL,140.0,19138,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,0,0,1,0,2,3,4,Typ,0,0,Detchd,1951.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.856522261533737,1728,0,1
278,279,20,RL,107.0,14450,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,315.0,315.0,5,3,PConc,5,3,4,GasA,5,Y,SBrkr,0,0,2,1,3,5,8,Typ,1,5,Attchd,2007.0,Fin,3,732,3,3,Y,1,1,0,0,1,0,No Fence,No Shed,5,2007,New,Partial,12.936754021718041,4242,0,1
279,280,60,RL,83.0,10005,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,299.0,299.0,3,3,CBlock,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,4,3,8,Typ,1,3,Attchd,1977.0,Fin,2,505,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2008,WD,Normal,12.165255859329688,3182,1,1
280,281,60,RL,82.0,11287,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,340.0,340.0,4,3,CBlock,4,3,3,GasA,4,Y,SBrkr,0,0,2,1,3,4,7,Typ,1,3,Attchd,1989.0,Fin,2,575,3,3,Y,0,1,0,1,0,0,No Fence,No Shed,1,2007,WD,Normal,12.339295865674435,2789,1,1
281,282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,68.0,68.0,4,3,PConc,4,3,1,GasA,4,Y,SBrkr,0,0,2,0,2,4,5,Typ,0,0,Attchd,2006.0,Fin,2,572,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2006,New,Partial,12.128116509451258,2524,0,1
282,283,120,RL,34.0,5063,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,166.0,166.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,2,4,6,Typ,1,4,Attchd,2008.0,RFn,2,626,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,ConLw,Normal,12.242891437918386,2628,0,1
283,284,20,RL,74.0,9612,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,72.0,72.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,0,3,4,6,Typ,1,4,Attchd,2008.0,Fin,3,898,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2009,New,Partial,12.407383590534293,2936,0,1
284,285,120,RL,50.0,8012,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,0.0,0.0,4,3,PConc,4,3,1,GasA,4,Y,SBrkr,1,0,2,0,2,4,5,Typ,0,0,Attchd,1992.0,RFn,2,529,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.09626335986454,3150,0,1
285,286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,2,4,5,Typ,0,0,Detchd,2006.0,RFn,2,528,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2007,New,Partial,12.011886987792716,1875,1,1
286,287,50,RL,77.0,9786,Pave,No Alley,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,0,0,1,1,3,4,7,Typ,1,4,Attchd,1962.0,RFn,2,440,3,3,Y,0,0,0,0,1,0,GdPrv,No Shed,6,2006,WD,Normal,11.976665770490767,2646,1,1
287,288,20,RL,73.0,8125,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,0,0,1,0,3,3,5,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,Y,0,0,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,11.385103457032141,1716,0,1
288,289,20,RL,71.0,9819,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,31.0,31.0,3,4,CBlock,3,3,1,GasA,3,Y,SBrkr,0,0,1,0,3,3,5,Typ,0,0,Detchd,1970.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,2,2010,WD,Normal,11.711784520403112,1782,0,1
289,290,70,RL,60.0,8730,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,BrkTil,3,3,1,GasA,5,Y,FuseA,0,0,1,0,3,3,7,Typ,0,0,Detchd,2003.0,Unf,1,384,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,7,2007,WD,Normal,11.941950837487406,2094,1,1
290,291,60,RL,120.0,15611,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,0,0,2,1,3,4,8,Typ,1,4,Attchd,2006.0,RFn,2,685,4,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2006,New,Partial,12.359784657728284,2998,1,1
291,292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3,2,1,GasA,5,N,SBrkr,1,0,2,0,6,2,9,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,N,0,1,0,0,0,0,No Fence,No Shed,3,2008,WD,Normal,11.819681958463892,2496,1,1
292,293,50,RL,60.0,11409,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,CBlock,3,3,1,GasA,4,Y,SBrkr,0,0,1,1,3,3,8,Min2,1,4,Attchd,1949.0,Unf,1,281,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,1,2009,WD,Normal,11.782960235741939,2484,1,1
293,294,60,RL,80.0,16659,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,34.0,34.0,3,3,CBlock,3,3,1,GasA,2,Y,SBrkr,1,0,2,1,3,4,9,Typ,1,3,Attchd,1977.0,Fin,2,539,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2006,WD,Normal,12.367345048436391,3058,1,1
294,295,20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,238.0,238.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,1,0,1,0,3,3,7,Typ,2,4,Attchd,1953.0,Fin,2,418,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,12.025755079404917,3060,0,1
295,296,80,RL,37.0,7937,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,3,3,3,GasA,3,Y,SBrkr,1,0,1,0,3,3,6,Typ,0,0,Detchd,1984.0,Unf,2,588,3,3,Y,1,0,0,0,0,0,GdPrv,No Shed,3,2006,WD,Normal,11.86710429621008,2006,0,1
296,297,50,RM,75.0,13710,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,CBlock,3,3,1,GasA,3,Y,FuseA,0,0,1,1,4,3,6,Typ,0,0,Attchd,1950.0,Unf,1,282,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,6,2007,WD,Normal,11.931642378754141,2468,1,1
297,298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,1600.0,1600.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,4,7,Typ,1,3,Detchd,1997.0,RFn,2,576,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,6,2007,WD,Normal,12.384223015005313,2925,1,1
298,299,60,RL,90.0,11700,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,365.0,365.0,4,3,CBlock,3,3,1,GasA,4,Y,SBrkr,0,1,1,2,3,3,7,Typ,1,4,Attchd,1968.0,Unf,2,539,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.07254696717504,2445,1,1
299,300,20,RL,80.0,14000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,4,CBlock,3,3,1,GasA,5,Y,SBrkr,0,1,1,0,3,4,6,Typ,1,4,Attchd,1950.0,Unf,1,300,3,3,Y,0,1,0,0,0,0,GdPrv,No Shed,8,2009,WD,Family,11.973516181427835,2244,0,1
300,301,190,RL,90.0,15750,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,56.0,56.0,3,3,CBlock,3,3,2,GasA,3,Y,SBrkr,1,0,1,0,2,3,5,Typ,2,4,Attchd,1953.0,Unf,1,375,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,11.964007453736912,2501,0,1
301,302,60,RL,66.0,16226,Pave,No Alley,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,4,4,9,Typ,1,3,BuiltIn,1998.0,Fin,2,683,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.495007682693725,3480,1,1
302,303,20,RL,118.0,13704,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,150.0,150.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,0,3,4,6,Typ,1,3,Attchd,2001.0,RFn,3,843,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,1,2006,WD,Normal,12.230770136157428,3082,0,1
303,304,20,RL,70.0,9800,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,PConc,3,3,1,GasA,3,Y,SBrkr,1,0,1,0,3,3,5,Typ,0,0,Attchd,1975.0,Unf,2,552,3,3,Y,1,0,0,0,0,0,GdWo,No Shed,7,2006,WD,Abnorml,11.917730355182513,1788,0,1
304,305,75,RM,87.0,18386,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,3,3,BrkTil,3,3,1,GasA,5,Y,SBrkr,0,0,3,0,3,4,10,Typ,1,5,Attchd,2003.0,Unf,3,870,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2008,WD,Normal,12.59473402514672,4963,1,1
305,306,20,RL,80.0,10386,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,246.0,246.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,3,4,8,Typ,0,0,Attchd,2004.0,Fin,3,888,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.631016799175821,4000,0,1
306,307,60,RL,116.0,13474,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,246.0,246.0,4,3,CBlock,4,3,1,GasA,4,Y,SBrkr,1,0,2,1,4,4,8,Typ,1,3,Attchd,1990.0,RFn,3,746,3,3,Y,1,1,1,0,0,0,No Fence,No Shed,6,2007,WD,Normal,12.323860125621126,2943,1,1
307,308,50,RM,60.0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,2,CBlock,3,3,1,GasA,3,Y,FuseA,0,0,1,0,3,2,6,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,N,0,1,0,0,0,0,MnPrv,No Shed,3,2008,WD,Normal,11.402005077384885,1725,1,1
308,309,30,RL,65.5,12342,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,0,0,1,0,1,3,4,Typ,0,0,Detchd,1961.0,Unf,2,539,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,11.320565693461432,1722,0,1
309,310,20,RL,90.0,12378,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,5,3,4,GasA,5,Y,SBrkr,1,0,2,0,3,5,8,Typ,3,5,Attchd,2003.0,Fin,3,708,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,11,2006,WD,Normal,12.793862088206213,3840,0,1
310,311,60,RL,65.0,7685,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,112.0,112.0,3,3,PConc,4,3,1,GasA,4,Y,SBrkr,0,0,2,1,3,4,6,Typ,1,3,Attchd,1993.0,Fin,2,420,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,12.017336559562407,2198,1,1
311,312,20,RL,50.0,8000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,4,CBlock,3,3,1,GasA,5,Y,SBrkr,1,0,1,0,2,3,5,Typ,1,4,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.790564777297387,1944,0,1
312,313,190,RM,65.0,7800,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,3,CBlock,4,3,2,GasA,3,Y,SBrkr,1,0,1,0,3,3,5,Typ,1,4,Detchd,1939.0,Unf,2,410,3,3,Y,0,0,0,0,1,0,MnPrv,No Shed,5,2006,WD,Normal,11.694421681264394,1911,1,1
313,314,20,RL,150.0,215245,Pave,No Alley,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,0.0,0.0,3,3,CBlock,4,3,4,GasW,3,Y,SBrkr,2,0,2,0,3,3,8,Typ,2,4,Attchd,1965.0,RFn,2,513,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.834683971615659,4172,0,1
