Id,RoofStyle__3,LotShape__1,Neighborhood__5,Exterior2nd__14,Neighborhood__6,Neighborhood__11,RoofStyle__2,GarageType__4,MoSold__7,Condition1__7,Neighborhood__7,Exterior2nd__13,Foundation__3,Electrical__3,Neighborhood__8,SaleType__2,HouseStyle__4,MSSubClass__1,Exterior2nd__4,Fence__1,MSSubClass__4,Neighborhood__17,Neighborhood__21,Condition1__6,Exterior1st__5,LotShape__2,BldgType__1,LotConfig__4,Exterior2nd__7,Neighborhood__1,MoSold__4,MSSubClass__11,LotConfig__2,BsmtFinType1__6,SaleType__4,Exterior1st__9,BldgType__3,Neighborhood__22,Electrical__1,Condition1__2,MSZoning__4,GarageType__5,Neighborhood__9,LotShape__3,MoSold__1,BsmtFinType1__5,Neighborhood__16,BsmtFinType1__3,Condition1__1,Exterior1st__3,Exterior1st__11,HouseStyle__1,Condition1__4,BsmtFinType1__4,Condition1__5,Neighborhood__15,MSSubClass__10,GarageType__3,GarageFinish__1,MasVnrType__1,Neighborhood__3,MasVnrType__3,Exterior1st__1,Foundation__4,MSSubClass__3,Neighborhood__12,SaleCondition__3,MSSubClass__8,Fence__2,Condition1__3,MSSubClass__14,MoSold__2,Exterior1st__2,SaleType__6,SaleType__7,Exterior2nd__8,Neighborhood__13,Exterior2nd__12,Electrical__2,RoofStyle__1,MoSold__5,SaleType__3,Neighborhood__18,GarageType__2,MoSold__11,SaleCondition__2,Exterior1st__6,GarageFinish__3,HouseStyle__5,Exterior2nd__1,HouseStyle__2,SaleType__5,Neighborhood__20,GarageFinish__2,Exterior2nd__2,MoSold__6,Foundation__1,LotConfig__3,MoSold__10,MSSubClass__7,BsmtFinType1__1,Exterior1st__4,Foundation__2,MSSubClass__9,HouseStyle__6,Exterior2nd__3,Exterior2nd__11,Exterior2nd__10,SaleCondition__1,MSSubClass__12,BsmtFinType1__2,HouseStyle__3,Exterior2nd__6,MSZoning__1,MasVnrType__2,Exterior1st__8,Neighborhood__19,MoSold__8,MSZoning__2,Exterior1st__7,MSSubClass__5,Exterior2nd__5,MoSold__3,MasVnrType__4,SaleCondition__4,MSZoning__3,BldgType__4,MSSubClass__6,GarageType__1,Neighborhood__10,MoSold__9,Neighborhood__4,Exterior2nd__9,LotConfig__1,Neighborhood__14,MSSubClass__15,BldgType__2,SaleType__1,SalePrice,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
871,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.603688960617086,-3.391890729900149,-1.0465031665797833,0.36958189086175436,0.34093959943035174,-0.18420402444264472,0.9400611739991173,0.029286106397471593,0.3628366243492292,-0.6207169434603002,0.04925312282219788,-0.45986559990555853,0.13406930114750304,-0.13955898676749648,-0.3313403259988649,0.6085348628842516,0.419900892843693,-0.3166720748763015
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.208574513247495,0.9306491238641568,-0.8087798104026332,0.2308475423710186,-0.05737230191493973,-1.4638364288703696,0.701668794308372,-1.092394449581395,1.2058360121119522,-0.24931847901489268,-0.3555046570406495,-0.1853985005096225,0.19289651346974346,0.32010979136502055,-0.3640337187959675,0.055604091009558626,-0.11353433509428178,0.20464475484995992
873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.661354090741,-2.4235868912166287,-1.590697327641841,-0.9249852133726483,-0.5852358476610657,0.9505452823046946,0.33979990209780714,0.38586591783642143,0.9862604628941009,0.5985829082729951,-0.4789717590997341,0.4400650061515004,-1.7477458467320777,0.6675682676799821,-0.17248237692469245,-0.12552382098032508,-0.02336343736271219,-1.081587780339359
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,11.798111925972615,-2.588342708441156,0.5467437463964973,-0.8917263546139533,-0.47476096083518055,0.2947939362080306,1.416227702764086,0.45773398599469456,0.1495453440725658,-0.7467586815416408,1.154844537810938,-0.3905319848276823,-0.22672038184762897,0.259942169013748,-0.42074345657355977,0.09574635714149117,0.08777962580559556,-0.6280097649430806
875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11.104972264124868,-3.4682151156130123,-0.0840101942071853,-0.4488161580158233,-0.25362268658589476,-0.6515419592773122,0.7438145408445981,-0.06399081853842865,0.12331598520867765,-0.5117494821453529,0.3326548331207244,-0.22819625835102061,-0.17117696804012586,0.42173479195120595,-1.1253305102507878,0.993890763548482,0.522521868893873,0.022088538225087852
876,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.623064399210186,4.976402851549272,1.2396930904979304,0.07113496344637528,-0.8814730488081314,-1.2609704550335055,-0.4807771741528534,0.8223958331383686,0.3260579226921557,0.5344258581268768,0.9248604010839306,1.3249190168461298,-0.9260246359308015,-0.3358091084157452,-0.4385817063255203,0.11043595888349994,0.19031034645381026,-1.343504012153668
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11.792456911128633,-1.7516171265295026,0.4070012170132962,0.7163207397672277,1.7004519629927672,2.2799690389090315,-0.4576475357771852,0.6124423667648212,1.763176300382614,0.7906443629901313,-0.5844813617103702,1.1473994984377185,-0.03997262574794887,0.3220399127821077,-0.7360241167201814,0.7896968066392389,0.288900674754213,0.31997027139197864
878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.765691290604373,5.71307972975851,0.71835043443827,0.19344849366899608,-1.0138804270922865,-1.725519264299674,0.6412386703685187,-0.2871439412171989,0.3376839880377972,-0.5462119447367838,0.20460576403919514,-0.0854179178435547,-0.033758170537421556,-0.2191152209729123,0.45318382651264116,-0.11944894681616854,-0.4459951568731461,-0.19982411234261305
879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11.904974309480181,-1.0157160810373482,-0.19985050399659204,-0.6967145912981536,0.3715845821664303,0.6852326708340174,0.9426469022624276,-0.9730368329300463,1.5814229003192453,-0.05699733540751452,-0.7578496154059733,1.1768560698346462,-1.5518916041372814,0.3624170309228773,0.7852837477779185,-0.3431110665156396,-0.0321443792928675,0.036461207985525775
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.824087219587646,-1.6017233258141397,-1.3908294266842225,-3.052472209476082,-1.2683399590803373,-0.39981955904317223,0.2780691934508021,-0.7118659337469454,0.8436094423136066,0.5026755522288248,-1.2485582473257426,-0.03565093171907714,0.5728484772930377,0.11904477271726564,-0.66956440745569,-0.7092510480485852,-0.13225826678549313,-0.00891145453013726
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.964007453736913,-0.13154000790530174,-2.8774100362016153,0.08354319885306144,0.7312340538078663,-0.16879242554990379,-2.5130887815342526,0.04516720678597421,1.3339281515518586,-2.1431474167819777,0.5869017422117956,-0.4464484570997632,0.5181847368149636,-0.0843590694834539,0.42477284311740177,-0.4991639235807769,-0.27739204158687664,0.9055628018135609
882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,12.141539457711715,1.8051519126040871,-0.5858030216151234,-1.2425289847175907,-0.3876045030332761,-0.05113830432841885,-0.930357820225401,-0.4412666213866384,-1.06190835842866,0.7527277158323413,-0.002148201599481106,0.506414653606891,1.9122516989258642,-0.3823405383143551,-0.4156344575624719,0.6239525164347098,0.21999533771235183,-1.1872699015736865
883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.089544447235973,0.04900423662939237,-0.17230345977544473,0.30213172057545234,0.8839443282529883,-1.0496639809174357,-0.14226782015508907,-1.403409161324506,0.1440664658603045,-0.005413501818838709,0.6651799216267266,-0.13913308003055153,0.36045061460277394,-0.3419368010175932,-0.041205548769076956,-0.5033839833068982,-0.45560244892057444,0.29568962224101997
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.682676678340282,-0.9619321949157598,2.914426335150156,-0.4510009716436402,2.240225991863286,-3.814412128992056,1.2081536232174297,2.5805181694490615,-0.8531480078036968,2.0475313548751433,-0.6375854605871274,1.5310802650457642,-0.17812152569265483,-0.1334043125391813,0.27954390632753995,1.7471900976280619,-2.29394282533726,-1.3151338796087084
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.51293546492023,-3.2742793827014602,-0.46658699069693127,0.4252720368089823,0.6992741802882073,-0.4977576879908531,0.710946953645158,-0.009103712622433372,0.5622253554477266,-0.8749109099123146,-0.45117324680226256,-0.18974937125368424,0.027476683824567524,0.007233965149157058,0.05558950043835336,-0.11191095854478238,-0.04799547084063787,-0.7530942684522995
886,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12.70351207261035,3.1381382062553196,-2.1501824000308924,0.5800492859888309,-0.1167737848519071,0.3351249056220415,-0.17493969231914439,-1.0026349609358158,-1.4647650896487798,0.2541968449671581,0.9025346835480063,0.6976266511114965,-0.27299184579265484,-0.31454809092036135,0.19962468902201674,0.6337426501551375,0.25691409830345374,-0.3753350803085163
887,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,11.884495917930655,0.5672955427114063,1.221477238312368,0.09423254284642721,0.08982967938859993,-1.8505691248924703,-1.1563742515013737,1.1172619987734174,0.5142464365819014,0.7587943682099134,-0.6450572482261635,-0.14689192132166862,0.07161727080000281,0.4510450136649626,-0.526450163698776,0.3687262366808685,0.47131156963368775,0.9087342748019807
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11.816734299348461,-2.649306388882007,1.4589688806130003,-2.1707134217109556,-0.07529996043693755,0.026040203657565535,-0.09736229668824087,0.15620875759746017,0.3591059762926309,-0.24184333286547519,-0.6522670325569528,0.8237103700241121,1.3583767175200372,-0.11584811891504469,0.5850242332744449,0.23764905560326924,0.10244410303970779,-0.7640175309180838
889,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.498745990829315,3.5986953406647846,2.326773359153014,-2.701841677025895,0.09672008266527328,1.7098939171418954,-2.661464560889645,-0.4522380464995981,0.35391284678710133,-1.2835215736848105,0.19869600989487707,0.92601037044839,-0.25783701425006467,-1.0094847221196637,-0.7511184220730894,1.875732428968461,1.5825262760158294,-1.0277634414851413
890,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.91505836075372,-0.5740493924910871,1.5025576258641105,0.664100665206855,1.3052358391850996,1.0995787464941271,1.0461165594120734,-0.6238746664552108,0.6237675011616304,0.012753578795746384,-0.12222225719731997,-2.1538574734968448,-0.1592680771815828,-1.5728288428435742,-1.0973592328600204,0.9187573594115356,0.8552216684431716,0.1534873282136364
891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.719134432217526,-2.1973917996415953,-1.1924660443453563,-2.6326217617921164,0.8463347492180205,0.1479447432848799,-2.2742315288228174,-2.339468703407017,-1.0366650025364117,2.5738573741274875,-1.2680547750136997,-0.8588191537252332,-0.2096212836600347,-0.36918145791458834,-0.45846265933439895,0.7104419881260873,0.34051288148479636,-0.13302241528285375
892,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.058158312538195,-0.3686301827086773,0.8981850110122437,0.1677627210428048,0.9377076081720542,-0.6453045075415312,0.2077348842026312,-1.1661353488713575,-0.15798762449841797,-0.20294641739813737,0.34510957474388076,-0.5018517575860626,0.32659178533704514,-0.1305257573144099,-0.19880527265202055,-0.003065011148369823,0.04661543114770573,0.3825524729293207
893,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.9479558477909,-2.3524602580713743,-0.039982171402307025,-1.3388460633790247,-0.29263060417017406,-0.1828489587490504,-0.7817735471847307,1.101512975984892,0.1535012332923129,0.62964401864244,-0.11162126117247406,0.0021146454599375903,-1.1058255441767626,0.8412731516373757,1.1756560804508973,-1.1946813689198093,-0.37267305158591174,0.12837880783027694
894,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.013706813470414,-1.3316464762435472,1.2456525360169446,0.6144956496660922,0.8674963276275632,0.7313280004146799,0.5601098083392295,0.5546781177244708,0.05661385261620925,-0.9250847164367118,0.972628780038021,0.8346959685457155,0.353998941650688,-0.6043295467026812,-0.13434272671922354,-0.2322961200423893,-0.2269482331753337,-0.36474086771299347
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.685693195625966,-1.611548486722508,0.3731750051453116,0.42937776897468266,0.7833872649870386,-1.587716810428674,-0.18340449435805628,-0.4649639182535443,1.1148521648214038,-0.6744558138123767,-0.49828918689986373,1.092434533544961,-0.1989268285822687,-0.07732377795223792,-0.09053980425277956,-0.5669642138943194,-0.6211449453110643,-0.34894648303006004
896,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.849404844423075,-0.41503486204914525,2.352786922618008,0.3428529862492565,1.132086744281968,-0.8615952367609155,-0.1687608236626305,-0.41552012588341375,-1.2688414304810975,-1.06310612305915,-0.9896582793368135,-0.5294199549057312,0.10521854257284657,0.34700427638396164,-0.24256118874887836,-0.52330041779944,-0.3344713866930655,-0.09875146210802505
897,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,11.575909653758895,-3.8252315390895935,-0.13266177500760645,-0.23986151881402887,-0.23916682813861506,0.1652115685820975,-0.30959304906856877,1.6224384104047715,-0.4121808205860488,0.30811690608500414,0.44324911462845196,-0.614542666842283,0.08256570026517858,0.45914078799258934,-0.7733925948808938,1.2197120943746438,0.7677313013860251,0.14478804735693304
898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11.870278179170795,0.033250221297116626,3.124253266636235,0.18082214709270789,0.6456748771254065,-3.3477101433572343,-0.8407988099585995,-0.4496836399025929,1.4641876811066779,-0.7717072422752634,-0.6979833920279961,1.8309465348978857,-0.6150640900653691,0.10466123670152457,-0.4235096965178178,-0.35743856534144003,-0.6796742385260965,-0.7610790059598219
