Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,CarCapacity
804,60,RL,1.7713779606881668,0.4849690045507376,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.0715044896209864,-0.5072951451971087,1.2120106574329512,1.1849399351558252,Hip,CompShg,VinylSd,VinylSd,Stone,1.8145662306264936,2.7710916703252106,-0.2301713547281517,PConc,2.0700258811381578,-0.0097190399646904,2.2605550384519373,Unf,GasA,0.8864324854613885,Y,SBrkr,1.3849744755426652,2.2541346702603136,Typ,0.6275849667213612,1.015652666408314,BuiltIn,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,1,0,No Fence,No Shed,1,0.9177470195716332,New,Partial,13.275829251377,2.5782228233845235,1.5901578110415069,2.822492267511084
805,20,RL,0.26241708111747114,-0.14481620445661755,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661087,-0.5072951451971087,-0.571032703729493,-1.4477127509646317,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,LwQ,GasA,-1.201481187887084,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Min1,-0.9246099128032264,0.0010438362450241974,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,GdWo,No Shed,6,-1.3630629029319592,WD,Family,11.678448377988165,-0.6124752725186935,-1.5081317633250804,-0.9412352483897584
806,20,RL,1.016897520902819,0.2767574562037957,Pave,No Alley,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,0.6492047270274389,-0.5072951451971087,1.2120106574329512,1.1370735226809079,Gable,CompShg,VinylSd,VinylSd,Stone,0.8708662691743916,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,2.2541346702603136,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,7,0.15747704540376914,New,Partial,12.335700805443336,0.3874987294477643,-0.2688159335784454,0.1740437775909526
807,80,RL,0.26241708111747114,-0.04824313008419548,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,-0.7730950355661087,-0.5072951451971087,-0.14178152419038614,-0.8254493887907055,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,-0.8366880209714778,-0.0097190399646904,1.2910327188036244,ALQ,GasA,-0.15752435121284789,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,Fin,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,0,0,No Fence,No Shed,10,-1.3630629029319592,WD,Normal,11.816734299348461,-0.7456344225884907,-0.2688159335784454,-0.8082701090392601
808,70,RL,3.516113977691784,1.4497983995808157,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,-0.7730950355661087,0.3908667512174447,-1.594631670322748,0.9456078727812384,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,2.2605550384519373,GLQ,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,-0.8057828263039871,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,5,0.9177470195716332,WD,Normal,12.317171167298682,0.4579194338115993,1.5901578110415069,0.10349084650701468
809,80,RL,0.7339673559833136,0.42174583186159204,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,-0.7730950355661087,-0.5072951451971087,-0.17480084569339435,-0.8733158012656229,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.314120254344703,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,1.2910327188036244,ALQ,GasA,-1.201481187887084,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,GdWo,No Shed,6,-1.3630629029319592,WD,Normal,11.982622797311855,-0.5535779561416677,-0.2688159335784454,-0.01590642148118796
810,75,RM,0.9697424934162346,-0.26070389370352404,Pave,No Alley,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,-0.7730950355661087,-0.5072951451971087,-2.420114707897953,-0.92118221374054,Hip,CompShg,AsbShng,AsbShng,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasA,-1.201481187887084,N,FuseA,-1.045711994925232,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,-3.916012474989696,-8.557835056007733,N,1,1,0,0,0,0,MnPrv,No Shed,11,0.9177470195716332,WD,Normal,11.571203807011967,0.5693121843507566,-0.2688159335784454,-0.3523896312661227
811,20,RL,0.40388216357722384,0.0019748685894640013,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,-0.061945154269334876,0.3908667512174447,0.08935372633067146,0.7062758104066514,Hip,CompShg,HdBoard,HdBoard,BrkFace,-0.011043813849298324,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,ALQ,GasA,-2.2454380245613206,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,-2.627218319016288,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,0,1,GdPrv,No Shed,1,-1.3630629029319592,WD,Normal,12.106257835094581,-0.24756798626973,0.35084198129487204,-0.01590642148118796
812,120,RM,0.02664194368455002,-0.7322380248392704,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,-0.061945154269334876,-0.5072951451971087,1.0799333714209185,0.9456078727812384,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.38216450342241054,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,2.2605550384519373,GLQ,GasA,0.8864324854613885,Y,SBrkr,-2.26105523015918,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,Fin,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,0,0,No Fence,No Shed,6,0.15747704540376914,ConLD,Normal,11.881041706925902,-1.083653803534899,-0.2688159335784454,-0.18957517491857365
813,20,C (all),-0.16197816626178693,-0.18190026501562764,Grvl,No Alley,Reg,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,-0.7730950355661087,-0.5072951451971087,-0.6370713467355095,-1.5434455759144667,Hip,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050009,-2.410932684528348,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,1.2910327188036244,Unf,GasA,-1.201481187887084,N,FuseA,-1.045711994925232,-2.283713646243351,Typ,-0.9246099128032264,0.0010438362450241974,Basment,Unf,0.15350177661026865,0.12758014784646926,N,0,0,0,0,0,0,No Fence,Shed,6,1.6780169937394978,WD,Alloca,10.932999821119935,-1.2270559651485269,-1.5081317633250804,0.03836506396799507
814,20,RL,0.26241708111747114,-0.04824313008419548,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.061945154269334876,0.3908667512174447,-0.43895541771746016,-1.2562471010649618,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.7978418673953599,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Rec,GasA,-0.15752435121284789,Y,SBrkr,1.3849744755426652,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,0,1,0,0,0,No Fence,Shed,4,-0.6027929287640951,COD,Normal,11.96972353334591,0.4374334107239383,-0.8884738484517628,-0.9208834413463148
815,50,RL,-1.152233743480056,-0.2416468070273661,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,-0.7730950355661087,1.2890286476319983,-1.7597282778377887,-1.6391784008643016,Gable,CompShg,Stucco,Stucco,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,BrkTil,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasW,-0.15752435121284789,Y,SBrkr,0.16963124030871665,-2.283713646243351,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,P,1,0,1,0,0,0,No Fence,No Shed,7,-1.3630629029319592,WD,Normal,11.661354090741,-0.7763634572199822,-0.2688159335784454,-0.949375971207136
816,20,RL,-1.0107686610203033,0.25911677461843324,Pave,No Alley,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6492047270274389,-0.5072951451971087,0.8818174424028689,0.658409397931734,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.9156769407820748,-0.6835912329104947,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,5,1.6780169937394978,WD,Normal,12.323415584358154,0.9828737754329152,-0.2688159335784454,0.2934410455791553
817,20,RL,0.16810702614430273,0.1674367360142138,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,-0.571032703729493,-1.4477127509646317,Gable,CompShg,BrkFace,BrkFace,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,BLQ,GasA,-0.15752435121284789,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,0,1,0,0,0,No Fence,No Shed,7,-1.3630629029319592,WD,Normal,11.827743504053695,-0.6739333417816767,-1.5081317633250804,-0.9561599068882838
818,20,RL,0.21526205363088696,0.404362678474556,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1.3603546083242128,-0.5072951451971087,1.0138947284149018,0.8498750478314037,Hip,CompShg,CemntBd,CmentBd,BrkFace,0.2642020082408979,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,2.179779846245949,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,7,0.15747704540376914,WD,Normal,12.509877789891933,0.9150138239550378,0.9704998961681895,2.1590233578948217
819,80,RL,0.4981922185503925,-0.16850879870265176,Pave,No Alley,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,-0.061945154269334876,1.2890286476319983,-0.009704238178353213,-0.6339837388910359,Gable,CompShg,HdBoard,HdBoard,BrkFace,-0.11777178568019073,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,1.2910327188036244,GLQ,GasA,-0.15752435121284789,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,MnPrv,No Shed,6,1.6780169937394978,WD,Normal,11.951186847493474,-0.6150360254046511,-0.2688159335784454,-0.1353036894693906
820,120,RL,-1.1993887709666404,-0.4833370211567477,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,0.6492047270274389,-0.5072951451971087,1.2450299789359591,1.232806347630743,Gable,CompShg,VinylSd,VinylSd,Stone,0.1518567747346954,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,0.3215103991553114,GLQ,GasA,0.8864324854613885,Y,SBrkr,-1.045711994925232,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,6,1.6780169937394978,New,Partial,12.319405795112926,0.22233016830349667,0.9704998961681895,-0.01590642148118796
821,60,RL,0.1209519986577185,-0.3732437163721866,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6492047270274389,-0.5072951451971087,1.0469140499179102,0.8977414603063211,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,6,0.15747704540376914,WD,Normal,12.117246896289506,-0.1336144828446151,0.35084198129487204,0.2853003227617778
822,20,RM,-0.4449083311812925,-0.5311085019463059,Pave,Pave,Reg,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,-1.4842449168628824,-1.4054570416116623,-0.6040520252325012,-1.4955791634395492,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050009,-2.410932684528348,-0.2301713547281517,CBlock,-2.2900449720262954,-0.0097190399646904,-0.6480119204930016,Unf,GasA,-1.201481187887084,N,SBrkr,-1.045711994925232,-0.7710975407421293,Min2,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,1,1,0,0,0,No Fence,No Shed,2,0.9177470195716332,WD,Normal,11.440365524765756,-0.8583075495706267,-1.5081317633250804,0.23374241158505396
823,60,RL,-0.2562882212349554,0.2922091481033832,Pave,No Alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0.6492047270274389,-0.5072951451971087,1.0469140499179102,0.8977414603063211,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,2.2605550384519373,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,BuiltIn,Fin,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,10,-0.6027929287640951,WD,Family,12.323860125621126,0.04819897205837722,0.35084198129487204,-0.1542987093766047
824,50,RL,-0.4449083311812925,-0.028928515209711063,Pave,No Alley,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,-0.061945154269334876,1.2890286476319983,-1.0333032047716082,-1.6391784008643016,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,BrkTil,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasA,-1.201481187887084,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,0.6275849667213612,1.015652666408314,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,0,0,GdWo,No Shed,7,0.9177470195716332,WD,Normal,11.845827048676643,-0.3525588545939931,-0.2688159335784454,-1.0036474566563192
825,20,FV,0.5453472460369767,0.1405250392890989,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.3603546083242128,-0.5072951451971087,1.1459720144269347,1.0413406977310733,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,3.4333532520692587,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,6,-1.3630629029319592,New,Partial,12.357079818283598,0.5577887963639473,-0.2688159335784454,0.7764572660768841
826,20,RL,2.1014631530942567,0.6024018629876029,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,2.7826543709177596,-0.5072951451971087,1.1789913359299429,1.1370735226809079,Hip,CompShg,CemntBd,CmentBd,BrkFace,4.016532807348063,2.7710916703252106,-0.2301713547281517,PConc,2.0700258811381578,-0.0097190399646904,1.2910327188036244,GLQ,GasA,0.8864324854613885,Y,SBrkr,-1.045711994925232,2.2541346702603136,Typ,0.6275849667213612,1.015652666408314,Attchd,Fin,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,6,0.15747704540376914,New,Partial,12.861001210669146,2.0737545048508688,0.9704998961681895,3.636564549248829
827,45,RM,-0.9164586060471348,-0.514369169055086,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,-0.7730950355661087,0.3908667512174447,-1.5616123488197402,-1.6391784008643016,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,BrkTil,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,ALQ,GasA,-0.15752435121284789,Y,SBrkr,-1.045711994925232,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,No Garage,No Garage,0.0001577613325885067,0.0001311203986101363,Y,0,0,1,0,0,0,No Fence,No Shed,5,0.15747704540376914,WD,Normal,11.603688960617086,-1.2475419882361878,-0.2688159335784454,-1.3292763693514171
828,20,RL,-0.2091331937483712,-0.20546409516249867,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0.6492047270274389,-0.5072951451971087,0.9808754069118936,0.8020086353564864,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,-0.8057828263039871,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,4,0.9177470195716332,WD,Normal,12.149507585033074,0.4425549164958536,-0.2688159335784454,0.10077727223455553
829,60,RL,0.5217697322936845,2.391579020860676,Pave,No Alley,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,-0.7730950355661087,-0.5072951451971087,-0.14178152419038614,-0.8254493887907055,Flat,Tar&Grv,Plywood,Plywood,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,-0.8366880209714778,3.4333532520692587,2.2605550384519373,LwQ,GasA,-1.201481187887084,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Min2,-0.9246099128032264,0.0010438362450241974,Attchd,Fin,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,1,0,No Fence,No Shed,6,0.9177470195716332,WD,Abnorml,12.128116509451258,0.7639294036835371,0.9704998961681895,0.1306265892316062
830,160,FV,-2.142489320698324,-0.976117228654427,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,0.6492047270274389,-0.5072951451971087,1.1129526929239262,0.9934742852561558,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050009,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,-1.045711994925232,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,7,-1.3630629029319592,WD,Normal,11.900912042974875,-1.0234761107148944,0.35084198129487204,-0.026760718571024567
831,20,RL,0.4981922185503925,0.22859968311674786,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.061945154269334876,-0.5072951451971087,-0.4719747392204683,-1.3041135135398796,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.6067275486400183,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Rec,GasA,-1.201481187887084,Y,FuseA,0.16963124030871665,-0.7710975407421293,Typ,2.179779846245949,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,1,0,No Fence,No Shed,6,0.15747704540376914,WD,Normal,12.01974909141692,0.3093957664260564,0.35084198129487204,-0.08645935256512588
832,160,FV,-1.85955915577882,-0.8942232615866129,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0.6492047270274389,-0.5072951451971087,1.1129526929239262,0.9934742852561558,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,-1.045711994925232,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,6,-1.3630629029319592,WD,Normal,11.925041738291693,-1.0529247689034071,0.35084198129487204,-0.026760718571024567
833,60,RL,-1.1993887709666404,-0.07425347811516783,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6492047270274389,0.3908667512174447,1.0469140499179102,0.8977414603063211,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.6854966338891574,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,-0.8057828263039871,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,1,1.6780169937394978,WD,Normal,12.375819639517653,0.2914704962243529,1.5901578110415069,0.3341446596660425
834,20,RL,1.441292768282077,-0.015537048896735203,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.061945154269334876,0.3908667512174447,-0.24083948869941085,-0.9690486262154576,Gable,CompShg,HdBoard,Plywood,BrkFace,0.4439543818508219,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Rec,GasA,-1.201481187887084,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,1,0,No Fence,No Shed,2,0.9177470195716332,WD,Normal,12.025755079404915,0.6269291242848035,-0.8884738484517628,-0.048469312750697775
835,20,RL,0.26241708111747114,-0.2896758160152507,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,-0.33989745320843545,-1.1126478636402095,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.1967948681371764,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Rec,GasA,-0.15752435121284789,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,GdWo,No Shed,9,0.15747704540376914,WD,Normal,11.849047640327148,-0.3256709492914379,-0.2688159335784454,-0.09188650111004418
836,20,RL,-0.4449083311812925,-0.0675577449586799,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-1.4842449168628824,1.2890286476319983,-0.7031099897415259,0.5148101605069818,Gable,CompShg,VinylSd,HdBoard,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,0.61666893008334,-0.0097190399646904,-0.6480119204930016,BLQ,GasA,-1.201481187887084,Y,SBrkr,-1.045711994925232,0.7415185647590924,Min2,-0.9246099128032264,0.0010438362450241974,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,0,0,No Fence,No Shed,2,1.6780169937394978,WD,Normal,11.759793355371235,-0.522848921510176,-0.2688159335784454,-0.14615798655922724
837,30,RM,0.9697424934162346,-0.26070389370352404,Pave,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,-0.7691486327475424,-0.5382509139412012,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,BrkTil,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Rec,GasA,-0.15752435121284789,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Min2,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,1,1,0,0,0,GdWo,No Shed,6,-0.6027929287640951,COD,Normal,11.941462360646147,0.737041498380982,-0.2688159335784454,0.8741459398854138
838,160,RM,-2.2839544031580776,-1.0873694103314568,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,-0.061945154269334876,-0.5072951451971087,0.056334404827663234,-0.5382509139412012,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.3203746249939991,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,BLQ,GasA,-1.201481187887084,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,No Fence,No Shed,11,0.15747704540376914,WD,Normal,11.51293546492023,-1.373018879648112,0.35084198129487204,-0.9710845653868092
839,20,RL,0.26241708111747114,-0.0772150523959221,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,0.7827594778938443,1.0413406977310733,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,0,0,No Fence,No Shed,6,0.15747704540376914,WD,Normal,11.87757552297847,-0.4409048291595317,-0.8884738484517628,-0.8516872973986066
